model,configuration,training_strategy,threshold_strategy,threshold,val_accuracy,val_balanced_accuracy,val_real_precision,val_real_recall,val_fake_precision,val_fake_recall,val_macro_f1,val_weighted_f1,val_roc_auc,val_pr_auc,diagnostic
ET depth=10 leaf=2,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 10, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 2, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",undersample,ba_opt,0.4,0.6771,0.5312,0.2,0.3125,0.8451,0.75,0.5193,0.7029,0.5062,0.8337,WARNING: REAL recall=0.312 < 0.50; Balanced Acc=0.531 <= 0.55
ET depth=20 leaf=1,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",full_class_weight,default_0.5,0.5,0.8333,0.5,0.0,0.0,0.8333,1.0,0.4545,0.7576,0.5086,0.848,WARNING: REAL recall=0.000 < 0.50; Balanced Acc=0.500 <= 0.55
ET depth=20 leaf=1,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",full_class_weight,youden,0.8229,0.4167,0.575,0.197,0.8125,0.9,0.3375,0.404,0.4619,0.5086,0.848,WARNING: FAKE recall=0.338 < 0.50
ET depth=20 leaf=1,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",full_class_weight,ba_opt,0.85,0.2812,0.5188,0.1728,0.875,0.8667,0.1625,0.2812,0.2762,0.5086,0.848,WARNING: FAKE recall=0.163 < 0.50; Balanced Acc=0.519 <= 0.55
ET depth=20 leaf=1,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",undersample,default_0.5,0.5,0.375,0.525,0.1765,0.75,0.8571,0.3,0.3651,0.418,0.5352,0.8532,WARNING: FAKE recall=0.300 < 0.50; Balanced Acc=0.525 <= 0.55
ET depth=20 leaf=1,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",undersample,youden,0.3617,0.7188,0.5563,0.2381,0.3125,0.8533,0.8,0.548,0.7332,0.5352,0.8532,WARNING: REAL recall=0.312 < 0.50
ET depth=20 leaf=1,"{'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'gini', 'max_depth': 20, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 300, 'n_jobs': -1, 'oob_score': False, 'random_state': 42, 'verbose': 0, 'warm_start': False}",undersample,ba_opt,0.5,0.375,0.525,0.1765,0.75,0.8571,0.3,0.3651,0.418,0.5352,0.8532,WARNING: FAKE recall=0.300 < 0.50; Balanced Acc=0.525 <= 0.55
HGB lr=0.1 iter=100,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,default_0.5,0.5,0.8229,0.5188,0.3333,0.0625,0.8387,0.975,0.5035,0.769,0.4219,0.8212,WARNING: REAL recall=0.062 < 0.50; Balanced Acc=0.519 <= 0.55
HGB lr=0.1 iter=100,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,youden,0.9773,0.375,0.575,0.1944,0.875,0.9167,0.275,0.3706,0.4056,0.4219,0.8212,WARNING: FAKE recall=0.275 < 0.50
HGB lr=0.1 iter=100,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,ba_opt,0.5,0.8229,0.5188,0.3333,0.0625,0.8387,0.975,0.5035,0.769,0.4219,0.8212,WARNING: REAL recall=0.062 < 0.50; Balanced Acc=0.519 <= 0.55
HGB lr=0.1 iter=100,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,default_0.5,0.5,0.4375,0.4625,0.1481,0.5,0.8095,0.425,0.393,0.5026,0.493,0.8488,WARNING: FAKE recall=0.425 < 0.50; Balanced Acc=0.463 <= 0.55
HGB lr=0.1 iter=100,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,youden,0.8137,0.3438,0.5563,0.1867,0.875,0.9048,0.2375,0.342,0.3648,0.493,0.8488,WARNING: FAKE recall=0.237 < 0.50
HGB lr=0.1 iter=100,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 100, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,ba_opt,0.6,0.4479,0.5437,0.1864,0.6875,0.8649,0.4,0.4202,0.5047,0.493,0.8488,WARNING: FAKE recall=0.400 < 0.50; Balanced Acc=0.544 <= 0.55
HGB lr=0.05 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,default_0.5,0.5,0.8229,0.4938,0.0,0.0,0.8316,0.9875,0.4514,0.7524,0.4852,0.8352,WARNING: REAL recall=0.000 < 0.50; Balanced Acc=0.494 <= 0.55
HGB lr=0.05 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,youden,0.9071,0.625,0.55,0.2059,0.4375,0.8548,0.6625,0.5132,0.6687,0.4852,0.8352,WARNING: REAL recall=0.438 < 0.50; Balanced Acc=0.550 <= 0.55
HGB lr=0.05 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,ba_opt,0.9,0.6146,0.5188,0.1818,0.375,0.8413,0.6625,0.4931,0.6585,0.4852,0.8352,WARNING: REAL recall=0.375 < 0.50; Balanced Acc=0.519 <= 0.55
HGB lr=0.05 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,default_0.5,0.5,0.4583,0.5,0.1667,0.5625,0.8333,0.4375,0.4155,0.521,0.491,0.8567,WARNING: FAKE recall=0.438 < 0.50; Balanced Acc=0.500 <= 0.55
HGB lr=0.05 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,youden,0.8458,0.3125,0.5625,0.1875,0.9375,0.9375,0.1875,0.3125,0.3125,0.491,0.8567,WARNING: FAKE recall=0.188 < 0.50
HGB lr=0.05 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.05, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,ba_opt,0.85,0.2812,0.5437,0.1807,0.9375,0.9231,0.15,0.2805,0.2656,0.491,0.8567,WARNING: FAKE recall=0.150 < 0.50; Balanced Acc=0.544 <= 0.55
HGB lr=0.1 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,default_0.5,0.5,0.8125,0.4875,0.0,0.0,0.8298,0.975,0.4483,0.7471,0.4422,0.8358,WARNING: REAL recall=0.000 < 0.50; Balanced Acc=0.487 <= 0.55
HGB lr=0.1 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,youden,0.9996,0.2812,0.5437,0.1807,0.9375,0.9231,0.15,0.2805,0.2656,0.4422,0.8358,WARNING: FAKE recall=0.150 < 0.50; Balanced Acc=0.544 <= 0.55
HGB lr=0.1 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",full_sample_weight,ba_opt,0.8,0.8021,0.5062,0.2,0.0625,0.8352,0.95,0.4921,0.7566,0.4422,0.8358,WARNING: REAL recall=0.062 < 0.50; Balanced Acc=0.506 <= 0.55
HGB lr=0.1 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,default_0.5,0.5,0.4688,0.4813,0.1569,0.5,0.8222,0.4625,0.4154,0.5331,0.507,0.8544,WARNING: FAKE recall=0.463 < 0.50; Balanced Acc=0.481 <= 0.55
HGB lr=0.1 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,youden,0.8456,0.3958,0.5625,0.1912,0.8125,0.8929,0.3125,0.3862,0.4374,0.507,0.8544,WARNING: FAKE recall=0.312 < 0.50
HGB lr=0.1 iter=200,"{'categorical_features': None, 'class_weight': None, 'early_stopping': 'auto', 'interaction_cst': None, 'l2_regularization': 0.0, 'learning_rate': 0.1, 'loss': 'log_loss', 'max_bins': 255, 'max_depth': None, 'max_iter': 200, 'max_leaf_nodes': 31, 'min_samples_leaf': 20, 'monotonic_cst': None, 'n_iter_no_change': 10, 'random_state': 42, 'scoring': 'loss', 'tol': 1e-07, 'validation_fraction': 0.1, 'verbose': 0, 'warm_start': False}",undersample_sw,ba_opt,0.85,0.375,0.55,0.1857,0.8125,0.8846,0.2875,0.3681,0.412,0.507,0.8544,WARNING: FAKE recall=0.287 < 0.50; Balanced Acc=0.550 <= 0.55
